record_id,buoy_id,Name,Country,Site Type,latitude,longitude,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread
231,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,05/08/2022,5.7,305,8.3,2.06,14.25,28
232,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,06/08/2022,4.9,297,6.3,1.67,14.25,34
233,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,07/08/2022,6.5,290,9.1,3.42,14.3,18
234,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,08/08/2022,5.2,304,8.7,2.06,14.45,23
235,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,09/08/2022,5.2,287,8.3,1.86,14.05,28
236,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,10/08/2022,6.7,291,10.5,3.55,13.95,26
237,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,11/08/2022,6.3,283,10,2.57,14.15,35
238,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,12/08/2022,6,270,9.5,1.63,14.25,28
239,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,13/08/2022,7.2,316,9.5,1.15,14.35,23
240,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,14/08/2022,7.4,297,10,1.24,15.1,26
241,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,15/08/2022,6,288,8.7,0.89,15.1,23
242,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,16/08/2022,4.3,346,5,1.36,14.4,35
243,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,17/08/2022,4.6,315,6.9,1.3,14.45,41
244,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,18/08/2022,4.9,248,6.5,2.15,13.9,14
245,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,19/08/2022,8.4,315,13.3,5.09,13.8,18
246,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,20/08/2022,6.5,280,12.5,3.17,13.9,18
247,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,21/08/2022,6.6,285,10,3.42,14.15,26
248,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,22/08/2022,5.7,308,8.7,1.46,14.15,34
249,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,23/08/2022,4.8,6,8.7,1.24,14.25,41
250,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,24/08/2022,5.3,267,8.7,1.46,14.2,18
251,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,25/08/2022,5.7,271,9.1,2.23,14.2,28
252,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,26/08/2022,6,274,8.3,1.86,14.25,23
253,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,27/08/2022,6.2,354,9.1,1.7,14.35,23
254,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,28/08/2022,7.4,253,10.5,2.02,14.3,14
255,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,29/08/2022,6.9,246,10,1.07,14.65,26
256,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,30/08/2022,4.6,288,8,0.65,15,57
257,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,31/08/2022,4.5,264,7.4,0.59,15.15,53
258,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,01/09/2022,6.1,315,8,0.42,16.25,49
259,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,02/09/2022,5.6,297,10,1.3,15.15,21
260,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,03/09/2022,4.2,302,9.5,1.21,14.65,28
261,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,04/09/2022,4.8,302,8.3,1.02,14.75,41
262,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,05/09/2022,4.1,254,6.3,0.94,14.6,41
263,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,06/09/2022,3.9,201,5.1,0.75,15,49
264,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,07/09/2022,5.2,221,11.1,0.73,15.2,38
265,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,08/09/2022,4.1,270,7.7,0.51,15.4,67
266,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,09/09/2022,4.6,255,14.3,1.1,15.05,30
267,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,10/09/2022,11.5,271,16.7,1.36,15.7,14
268,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,11/09/2022,7.9,253,13.3,1.94,15.7,18
269,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,12/09/2022,4.6,246,10,1.15,15.25,35
270,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,13/09/2022,6,352,9.5,2.67,14.8,28
271,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,14/09/2022,5.8,255,15.4,1.82,14.7,31
272,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,15/09/2022,6,278,13.3,1.86,14.65,23
273,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,16/09/2022,5.2,332,7.1,1.86,14.55,34
274,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,17/09/2022,5.4,340,10,1.43,14.45,53
275,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,18/09/2022,5.2,307,10.5,1.39,14.25,57
276,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,19/09/2022,6.6,279,9.5,1.33,14.25,49
277,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,20/09/2022,4.9,286,9.5,1.7,14.2,41
278,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,21/09/2022,5,229,7.4,2.06,14.7,28
279,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,22/09/2022,6,248,8.3,2.47,14.7,23
280,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,23/09/2022,6.7,276,11.1,2.52,14.5,26
281,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,24/09/2022,6.3,271,10,2.15,14.45,26
282,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,25/09/2022,6,302,10,1.98,14.35,41
283,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,26/09/2022,9.4,316,15.4,7.32,14.15,28
284,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,27/09/2022,9.5,1,13.3,6.17,14.15,23
285,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,28/09/2022,8,8,12.5,3.36,14.05,23
286,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,29/09/2022,6.5,311,9.5,2.02,13.95,41
287,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,30/09/2022,5.6,235,6.9,3,14,23
288,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,01/10/2022,8.4,277,11.8,6.06,13.75,26
289,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,02/10/2022,8,302,12.5,5,13.5,18
290,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,03/10/2022,7.3,290,11.1,3.06,13.35,41
291,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,04/10/2022,6.5,235,10,3.96,13.45,32
292,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,05/10/2022,8.3,321,12.5,4.83,13.45,18
293,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,06/10/2022,7.5,305,9.1,5.09,13.4,23
294,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,07/10/2022,7.6,305,13.3,5,13.35,28
295,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,08/10/2022,7.4,304,13.3,3.96,13.3,23
296,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,09/10/2022,6,311,10.5,3.55,13.25,34
297,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,10/10/2022,7.6,273,10.5,5,13.15,31
298,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,11/10/2022,8.3,321,12.5,4.42,13.1,28
299,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,12/10/2022,6.6,274,9.5,3.89,13.1,28
300,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,13/10/2022,6.4,257,10,2.67,13.05,53
301,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,14/10/2022,6,293,9.5,3.06,12.95,23
302,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,15/10/2022,7.9,291,15.4,4.42,12.9,26
303,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,16/10/2022,7.1,297,11.8,3.11,12.75,35
304,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,17/10/2022,6.6,325,10.5,2.67,12.75,41
305,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,18/10/2022,6.9,10,12.5,2.23,12.7,34
306,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,19/10/2022,5.2,21,9.1,1.3,12.65,28
307,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,20/10/2022,4.5,240,12.5,1.02,12.6,28
308,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,21/10/2022,5.4,231,11.1,1.02,12.5,35
309,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,22/10/2022,4.7,290,13.3,1.04,12.55,34
310,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,23/10/2022,6,314,10.5,1.46,12.55,41
311,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,24/10/2022,5.4,6,8.3,1.04,12.5,41
312,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,25/10/2022,5.1,252,6.3,2.1,12.45,23
313,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,26/10/2022,4.6,211,5.9,1.74,12.6,26
314,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,27/10/2022,6.7,219,10,4.11,12.7,35
315,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,28/10/2022,5.4,262,10.5,2.19,12.7,38
316,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,29/10/2022,6.2,235,8.3,2.23,12.7,34
317,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,30/10/2022,5.4,200,6.9,2.67,12.75,18
318,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,31/10/2022,5,242,6.9,2.28,12.9,23
319,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,01/11/2022,6.8,281,12.5,2.28,12.75,18
320,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,02/11/2022,7.5,259,11.1,4.18,12.8,23
321,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,03/11/2022,7.7,273,10.5,5.66,12.65,35
322,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,04/11/2022,8.1,252,14.3,3.75,12.65,26
323,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,05/11/2022,6.6,278,10.5,2.28,12.6,38
324,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,06/11/2022,8.5,283,16.7,5,12.55,23
325,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,07/11/2022,7.7,250,14.3,4.42,12.65,28
326,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,08/11/2022,6,248,11.8,2.89,12.65,34
327,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,09/11/2022,6.4,267,13.3,2.89,12.65,28
328,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,10/11/2022,6.9,281,9.5,4.26,12.65,28
329,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,11/11/2022,8.2,236,13.3,4.34,12.65,23
330,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,12/11/2022,8,249,14.3,3.75,12.6,26
331,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,13/11/2022,6.2,273,11.1,2.83,12.6,41
332,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,14/11/2022,7.9,232,11.1,2.83,12.65,31
333,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,15/11/2022,6.2,187,8,3.68,12.65,28
334,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,16/11/2022,7.4,253,11.8,3.06,12.6,35
335,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,17/11/2022,6.5,267,11.8,2.72,12.5,41
336,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,18/11/2022,7.9,278,10.5,2.62,12.45,26
337,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,19/11/2022,7.4,293,12.5,4.11,12.45,28
338,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,20/11/2022,7.3,249,11.8,3.68,12.4,31
339,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,21/11/2022,9.5,300,12.5,5.18,12.35,23
340,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,22/11/2022,9.7,273,15.4,3.55,12.3,28
341,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,23/11/2022,8.5,280,14.3,3.17,12.3,26
342,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,24/11/2022,9.7,277,18.2,5,12.2,23
343,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,25/11/2022,8.2,243,11.1,5.86,12.25,31
344,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,26/11/2022,8,255,13.3,4.66,12.2,28
345,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,27/11/2022,7.5,240,13.3,4.74,12.2,34
346,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,28/11/2022,8.5,240,13.3,4.74,12.2,23
347,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,29/11/2022,9.2,243,14.3,3.62,12,26
348,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,30/11/2022,5.1,238,10,2.15,12,45
349,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,01/12/2022,6.9,255,16.7,3.23,12,28
350,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,02/12/2022,8,288,16.7,4.74,12,28
351,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,03/12/2022,8.9,287,12.5,3.68,11.9,28
352,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,04/12/2022,6.8,300,12.5,2.57,11.9,28
353,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,05/12/2022,4.5,311,9.1,1.33,11.85,34
354,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,06/12/2022,4.8,284,11.1,1.33,11.85,38
355,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,07/12/2022,5.2,356,8,1.78,11.8,23
356,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,08/12/2022,6.1,353,14.3,2.72,11.75,29
357,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,09/12/2022,6.4,353,13.3,2.67,11.65,23
358,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,10/12/2022,7,346,11.8,2.94,11.55,23
359,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,11/12/2022,6.1,352,10.5,2.23,11.5,26
360,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,12/12/2022,6.4,11,8.7,1.7,11.45,23
361,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,13/12/2022,6.8,256,16.7,2.67,11.45,23
362,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,14/12/2022,5.7,3,8,2.47,11.35,16
363,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,15/12/2022,7.4,352,14.3,3.42,11.3,28
364,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,16/12/2022,7.5,359,11.1,1.7,11.25,31
365,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,17/12/2022,5,273,6.5,2.15,11.2,28
366,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,18/12/2022,5.8,359,10.5,2.33,10.95,23
367,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,19/12/2022,6.1,214,9.1,3.42,11.1,28
368,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,20/12/2022,6.8,215,10,4.42,10.95,38
369,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,21/12/2022,8.3,250,11.8,6.5,10.9,31
370,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,22/12/2022,7.8,284,11.8,3.68,10.7,49
371,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,23/12/2022,7.2,343,10.5,3.11,10.75,32
372,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,24/12/2022,5.5,352,11.8,3,10.75,48
373,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,25/12/2022,7.4,245,13.3,3.62,10.95,49
374,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,26/12/2022,6.9,352,11.8,3.62,10.85,49
375,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,27/12/2022,9.1,343,16.7,5.27,10.75,23
376,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,28/12/2022,6.4,231,10,3.36,10.55,45
377,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,29/12/2022,6.9,267,11.8,2.37,10.55,45
378,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,30/12/2022,8.9,297,11.8,4.91,10.5,45
379,16,West of Hebrides,Scotland,Ocean,57.292167,-7.914167,31/12/2022,7.6,353,11.8,4.83,10.55,38
380,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/04/2023,2.23,12.5,7.2,277,18,10.95
381,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/10/2015,0.93,NaN,5.3,NaN,NaN,
382,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/10/2015,1.34,NaN,4.2,NaN,NaN,
383,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/10/2015,1.65,NaN,5.3,NaN,NaN,
384,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/10/2015,1.64,NaN,4.5,NaN,NaN,
385,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/10/2015,4.35,NaN,9.3,NaN,NaN,
386,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/10/2015,3.94,NaN,8.2,NaN,NaN,
387,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/10/2015,4.58,NaN,7.5,NaN,NaN,
388,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/10/2015,4.07,NaN,7.8,NaN,NaN,
389,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/10/2015,3.15,NaN,7,NaN,NaN,
390,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/10/2015,3.13,NaN,5.7,NaN,NaN,
391,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/10/2015,3.84,NaN,7.7,NaN,NaN,
392,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/10/2015,2.47,NaN,6.7,NaN,NaN,
393,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/10/2015,2.57,NaN,7.4,NaN,NaN,
394,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/10/2015,2.75,NaN,8,NaN,NaN,
395,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/10/2015,3.05,NaN,8.2,NaN,NaN,
396,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/10/2015,3.7,NaN,7.7,NaN,NaN,
397,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/10/2015,2.42,NaN,6.5,NaN,NaN,
398,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/10/2015,2.23,NaN,7.7,NaN,NaN,
399,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/10/2015,1.37,NaN,5.4,NaN,NaN,
400,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/10/2015,1.59,NaN,4.7,NaN,NaN,
401,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/11/2015,2.31,NaN,6,NaN,NaN,
402,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/11/2015,4.87,NaN,7.8,NaN,NaN,
403,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/11/2015,4.13,NaN,6.9,NaN,NaN,
404,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/11/2015,3.83,NaN,8,NaN,NaN,
405,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/11/2015,3.86,NaN,7.3,NaN,NaN,
406,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/11/2015,1.69,NaN,6,NaN,NaN,
407,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/11/2015,3.38,NaN,6.5,NaN,NaN,
408,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/11/2015,5.42,NaN,9.3,NaN,NaN,
409,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/11/2015,3.64,NaN,7.8,NaN,NaN,
410,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/11/2015,3.04,NaN,8,NaN,NaN,
411,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/11/2015,3.07,NaN,6.8,NaN,NaN,
412,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/11/2015,4.24,NaN,8.5,NaN,NaN,
413,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/11/2015,3.7,NaN,7.7,NaN,NaN,
414,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/11/2015,5.66,NaN,8,NaN,NaN,
415,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/11/2015,3.55,NaN,8.3,NaN,NaN,
416,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/11/2015,3.55,NaN,8.7,NaN,NaN,
417,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/11/2015,2.93,NaN,7.3,NaN,NaN,
418,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/11/2015,2.32,NaN,5.8,NaN,NaN,
419,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/11/2015,1.93,NaN,4.5,NaN,NaN,
420,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/11/2015,2.97,NaN,8,NaN,NaN,
421,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/11/2015,2.31,NaN,5.2,NaN,NaN,
422,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/11/2015,1.45,NaN,4.4,NaN,NaN,
423,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/11/2015,3.12,NaN,8,NaN,NaN,
424,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/11/2015,2.39,NaN,8.7,NaN,NaN,
425,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/11/2015,2.84,NaN,9.1,NaN,NaN,
426,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/11/2015,2.69,NaN,8.5,NaN,NaN,
427,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/11/2015,2.24,NaN,9.3,NaN,NaN,
428,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/11/2015,3.46,NaN,6,NaN,NaN,
429,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/11/2015,3.45,NaN,7.3,NaN,NaN,
430,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/11/2015,3.2,NaN,9.3,NaN,NaN,
431,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/12/2015,1.53,NaN,6.8,NaN,NaN,
432,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/12/2015,2.35,NaN,5.3,NaN,NaN,
433,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/12/2015,3.17,NaN,6.6,NaN,NaN,
434,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/12/2015,2.63,NaN,7.1,NaN,NaN,
435,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/12/2015,2.28,NaN,8.5,NaN,NaN,
436,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/12/2015,3.77,NaN,8.3,NaN,NaN,
437,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/12/2015,2.56,NaN,6.8,NaN,NaN,
438,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/12/2015,3.82,NaN,7.8,NaN,NaN,
439,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/12/2015,3.56,NaN,8.9,NaN,NaN,
440,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/12/2015,4.36,NaN,7.4,NaN,NaN,
441,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/12/2015,7.67,NaN,10,NaN,NaN,
442,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/12/2015,6.13,NaN,8.7,NaN,NaN,
443,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/12/2015,3.83,NaN,8.3,NaN,NaN,
444,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/12/2015,2.54,NaN,7,NaN,NaN,
445,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/12/2015,3.08,NaN,6.7,NaN,NaN,
446,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/12/2015,2.48,NaN,7.3,NaN,NaN,
447,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/12/2015,2.79,NaN,5.6,NaN,NaN,
448,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/12/2015,4.11,NaN,6.8,NaN,NaN,
449,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/12/2015,5.33,NaN,7.8,NaN,NaN,
450,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/12/2015,3.84,NaN,8.2,NaN,NaN,
451,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/12/2015,2.83,NaN,7.3,NaN,NaN,
452,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/12/2015,2.79,NaN,5.9,NaN,NaN,
453,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/12/2015,4.36,NaN,8.3,NaN,NaN,
454,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/12/2015,3.83,NaN,7.3,NaN,NaN,
455,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/12/2015,2.48,NaN,7.4,NaN,NaN,
456,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/12/2015,1.71,NaN,7.4,NaN,NaN,
