record_id,buoy_id,Name,Country,Site Type,latitude,longitude,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread
457,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/12/2015,4.66,NaN,7.3,NaN,NaN,
458,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/12/2015,3.45,NaN,6,NaN,NaN,
459,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/12/2015,1.41,NaN,5.1,NaN,NaN,
460,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/12/2015,1.01,NaN,4,NaN,NaN,
461,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/12/2015,2.79,NaN,5.7,NaN,NaN,
462,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/01/2016,3.01,NaN,6.2,NaN,NaN,
463,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/01/2016,4.14,NaN,6.8,NaN,NaN,
464,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/01/2016,3.38,NaN,7.3,NaN,NaN,
465,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/01/2016,3.09,NaN,7.4,NaN,NaN,
466,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/01/2016,2.09,NaN,6.1,NaN,NaN,
467,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/01/2016,2.92,NaN,7,NaN,NaN,
468,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/01/2016,3.65,NaN,8.2,NaN,NaN,
469,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/01/2016,4.7,NaN,8.3,NaN,NaN,
470,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/01/2016,5.44,NaN,8.5,NaN,NaN,
471,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/01/2016,5.81,NaN,8.3,NaN,NaN,
472,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/01/2016,5.19,NaN,8.2,NaN,NaN,
473,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/01/2016,5.88,NaN,8.5,NaN,NaN,
474,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/01/2016,5.44,NaN,9.3,NaN,NaN,
475,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/01/2016,6.28,NaN,9.3,NaN,NaN,
476,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/01/2016,8.5,NaN,9.5,NaN,NaN,
477,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/01/2016,7.17,NaN,9.8,NaN,NaN,
478,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/01/2016,3.88,NaN,8.9,NaN,NaN,
479,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/01/2016,2.62,NaN,7.1,NaN,NaN,
480,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/01/2016,3.1,NaN,6.5,NaN,NaN,
481,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/01/2016,1.87,NaN,4.9,NaN,NaN,
482,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/01/2016,5.09,NaN,9.5,NaN,NaN,
483,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/01/2016,3.63,NaN,8.5,NaN,NaN,
484,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/01/2016,2.04,NaN,8.5,NaN,NaN,
485,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/01/2016,1.9,NaN,5.2,NaN,NaN,
486,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/01/2016,2.48,NaN,9.1,NaN,NaN,
487,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/01/2016,1.92,NaN,5.6,NaN,NaN,
488,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/01/2016,2.62,NaN,7.3,NaN,NaN,
489,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/01/2016,2.56,NaN,6.3,NaN,NaN,
490,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/01/2016,5.06,NaN,7.7,NaN,NaN,
491,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/01/2016,5.72,NaN,8.3,NaN,NaN,
492,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/01/2016,3.78,NaN,6.9,NaN,NaN,
493,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/02/2016,4.68,NaN,7.3,NaN,NaN,
494,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/02/2016,1.98,NaN,6.9,NaN,NaN,
495,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/02/2016,2.18,NaN,7.7,NaN,NaN,
496,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/02/2016,2.66,NaN,5.9,NaN,NaN,
497,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/02/2016,1.74,NaN,4.9,NaN,NaN,
498,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/02/2016,2.31,NaN,5.2,NaN,NaN,
499,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/02/2016,2.51,NaN,5.3,NaN,NaN,
500,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/02/2016,2.09,NaN,5.3,NaN,NaN,
501,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/02/2016,1.24,NaN,6.1,NaN,NaN,
502,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/02/2016,1.08,NaN,3.8,NaN,NaN,
503,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/02/2016,1.5,NaN,4.7,NaN,NaN,
504,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/02/2016,0.98,NaN,7.1,NaN,NaN,
505,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/02/2016,1.59,NaN,4.4,NaN,NaN,
506,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/02/2016,6.92,NaN,9.3,NaN,NaN,
507,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/02/2016,2.68,NaN,7.8,NaN,NaN,
508,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/02/2016,4.88,NaN,10.5,NaN,NaN,
509,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/02/2016,4.42,NaN,8.2,NaN,NaN,
510,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/02/2016,2.83,NaN,8.3,NaN,NaN,
511,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/02/2016,3,NaN,6.1,NaN,NaN,
512,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/02/2016,4.16,NaN,10,NaN,NaN,
513,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/02/2016,3.24,NaN,7.7,NaN,NaN,
514,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/02/2016,3.07,NaN,7.8,NaN,NaN,
515,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/02/2016,4.2,NaN,7.1,NaN,NaN,
516,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/02/2016,9.16,NaN,10.8,NaN,NaN,
517,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/02/2016,4.31,NaN,8.5,NaN,NaN,
518,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/02/2016,3.7,NaN,7.3,NaN,NaN,
519,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/02/2016,4.6,NaN,8.2,NaN,NaN,
520,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/02/2016,4.4,NaN,8.7,NaN,NaN,
521,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/02/2016,4.32,NaN,7.3,NaN,NaN,
522,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/03/2016,4.68,NaN,7.8,NaN,NaN,
523,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/03/2016,4.62,NaN,8,NaN,NaN,
524,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/03/2016,4.38,NaN,8,NaN,NaN,
525,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/03/2016,2.56,NaN,7.8,NaN,NaN,
526,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/03/2016,3.87,NaN,9.3,NaN,NaN,
527,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/03/2016,3.64,NaN,7.5,NaN,NaN,
528,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/03/2016,4.53,NaN,9.3,NaN,NaN,
529,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/03/2016,3.68,NaN,10,NaN,NaN,
530,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/03/2016,4.21,NaN,10,NaN,NaN,
531,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/03/2016,2.44,NaN,6.5,NaN,NaN,
532,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/03/2016,1.91,NaN,6.8,NaN,NaN,
533,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/03/2016,2.84,NaN,7.5,NaN,NaN,
534,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/03/2016,3.65,NaN,7.5,NaN,NaN,
535,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/03/2016,3.47,NaN,9.3,NaN,NaN,
536,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/03/2016,2.99,NaN,8,NaN,NaN,
537,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/03/2016,1.91,NaN,7.1,NaN,NaN,
538,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/03/2016,1.61,NaN,6.8,NaN,NaN,
539,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/03/2016,1.51,NaN,5.3,NaN,NaN,
540,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/03/2016,1.83,NaN,6.8,NaN,NaN,
541,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/03/2016,1.83,NaN,7.4,NaN,NaN,
542,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/03/2016,1.53,NaN,5.3,NaN,NaN,
543,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/03/2016,1.88,NaN,9.3,NaN,NaN,
544,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/03/2016,2.04,NaN,5.8,NaN,NaN,
545,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/03/2016,2.59,NaN,5.6,NaN,NaN,
546,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/03/2016,2.29,NaN,5.4,NaN,NaN,
547,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/03/2016,2.76,NaN,7.1,NaN,NaN,
548,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/03/2016,2.44,NaN,6,NaN,NaN,
549,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/03/2016,4.55,NaN,7.3,NaN,NaN,
550,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/03/2016,4.94,NaN,8.2,NaN,NaN,
551,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/03/2016,5.16,NaN,7.4,NaN,NaN,
552,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/03/2016,4.22,NaN,7.7,NaN,NaN,
553,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/04/2016,3.43,NaN,7.1,NaN,NaN,
554,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/04/2016,1.79,NaN,5.6,NaN,NaN,
555,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/04/2016,2.56,NaN,6.3,NaN,NaN,
556,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/04/2016,1.57,NaN,6.6,NaN,NaN,
557,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/04/2016,0.83,NaN,4.2,NaN,NaN,
558,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/04/2016,1.26,NaN,5.9,NaN,NaN,
559,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/04/2016,1.31,NaN,4.9,NaN,NaN,
560,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/04/2016,2.53,NaN,7.8,NaN,NaN,
561,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/04/2016,1.79,NaN,6.3,NaN,NaN,
562,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/04/2016,1.65,NaN,5.4,NaN,NaN,
563,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/04/2016,2.95,NaN,7.3,NaN,NaN,
564,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/04/2016,2.47,NaN,7.3,NaN,NaN,
565,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/04/2016,1.95,NaN,7.8,NaN,NaN,
566,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/04/2016,2.28,NaN,9.5,NaN,NaN,
567,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/04/2016,1.87,NaN,6.5,NaN,NaN,
568,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/04/2016,1.47,NaN,6.6,NaN,NaN,
569,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/04/2016,1.73,NaN,5,NaN,NaN,
570,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/04/2016,2.47,NaN,5.3,NaN,NaN,
571,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/04/2016,2.1,NaN,8.3,NaN,NaN,
572,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/04/2016,1.54,NaN,5.5,NaN,NaN,
573,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/04/2016,1.48,NaN,4.5,NaN,NaN,
574,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/04/2016,2.84,NaN,5.6,NaN,NaN,
575,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/04/2016,1.7,NaN,8.3,NaN,NaN,
576,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/04/2016,1.64,NaN,6.5,NaN,NaN,
577,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/04/2016,1.29,NaN,6,NaN,NaN,
578,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/04/2016,1.68,NaN,5,NaN,NaN,
579,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/04/2016,2.03,NaN,4.9,NaN,NaN,
580,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/04/2016,1.66,NaN,4.4,NaN,NaN,
581,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/04/2016,1.55,NaN,5,NaN,NaN,
582,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/04/2016,1.01,NaN,3.8,NaN,NaN,
583,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/05/2016,2.03,NaN,5.7,NaN,NaN,
584,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/05/2016,1.63,NaN,5.5,NaN,NaN,
585,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/05/2016,2.53,NaN,6.2,NaN,NaN,
586,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/05/2016,2.11,NaN,7.3,NaN,NaN,
587,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/05/2016,4.29,NaN,7.8,NaN,NaN,
588,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/05/2016,2.69,NaN,6.7,NaN,NaN,
589,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/05/2016,1.13,NaN,4.1,NaN,NaN,
590,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/05/2016,2.38,NaN,5.9,NaN,NaN,
591,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/05/2016,1.77,NaN,5.9,NaN,NaN,
592,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/05/2016,3.06,NaN,7,NaN,NaN,
593,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/05/2016,3.3,NaN,8,NaN,NaN,
594,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/05/2016,2.49,NaN,7.4,NaN,NaN,
595,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/05/2016,1.05,NaN,3.9,NaN,NaN,
596,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/05/2016,4.39,NaN,9.1,NaN,NaN,
597,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/05/2016,2.19,NaN,6,NaN,NaN,
598,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/05/2016,2.44,NaN,7.5,NaN,NaN,
599,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/05/2016,2.49,NaN,6.3,NaN,NaN,
600,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/05/2016,4.22,NaN,7.4,NaN,NaN,
601,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/05/2016,3.02,NaN,7,NaN,NaN,
602,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/05/2016,1.71,NaN,5.8,NaN,NaN,
603,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/05/2016,1.4,NaN,5.7,NaN,NaN,
604,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/05/2016,1.25,NaN,5.5,NaN,NaN,
605,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/05/2016,0.97,NaN,5.6,NaN,NaN,
606,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/05/2016,0.9,NaN,4,NaN,NaN,
607,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/05/2016,1.77,NaN,6.9,NaN,NaN,
608,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/05/2016,1.24,NaN,5.9,NaN,NaN,
609,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/05/2016,1.65,NaN,4.8,NaN,NaN,
610,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/05/2016,1.74,NaN,5,NaN,NaN,
611,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/05/2016,1.76,NaN,5.3,NaN,NaN,
612,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/05/2016,1.88,NaN,4.5,NaN,NaN,
613,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,31/05/2016,2.76,NaN,6.3,NaN,NaN,
614,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/06/2016,5.11,NaN,7.8,NaN,NaN,
615,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/06/2016,3.32,NaN,6.9,NaN,NaN,
616,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/06/2016,2.79,NaN,8.7,NaN,NaN,
617,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/06/2016,1.31,NaN,6.3,NaN,NaN,
618,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/06/2016,3.12,NaN,7.3,NaN,NaN,
619,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/06/2016,1.78,NaN,6.3,NaN,NaN,
620,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/06/2016,1.27,NaN,4,NaN,NaN,
621,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/06/2016,1.84,NaN,4.6,NaN,NaN,
622,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/06/2016,1.53,NaN,4.4,NaN,NaN,
623,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/06/2016,1.69,NaN,4.8,NaN,NaN,
624,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/06/2016,0.94,NaN,4.5,NaN,NaN,
625,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/06/2016,0.6,NaN,4.2,NaN,NaN,
626,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/06/2016,0.97,NaN,5.1,NaN,NaN,
627,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/06/2016,0.71,NaN,4.2,NaN,NaN,
628,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/06/2016,0.43,NaN,4.3,NaN,NaN,
629,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/06/2016,0.91,NaN,5.4,NaN,NaN,
630,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/06/2016,1.82,NaN,6.3,NaN,NaN,
631,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/06/2016,1.8,NaN,7.5,NaN,NaN,
632,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/06/2016,1.3,NaN,5.6,NaN,NaN,
633,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/06/2016,1.16,NaN,4.3,NaN,NaN,
634,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/06/2016,2.34,NaN,7.5,NaN,NaN,
635,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/06/2016,1.26,NaN,5.5,NaN,NaN,
636,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/06/2016,0.78,NaN,6,NaN,NaN,
637,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/06/2016,1.61,NaN,8,NaN,NaN,
638,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,25/06/2016,1.39,NaN,4.7,NaN,NaN,
639,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,26/06/2016,2.27,NaN,6.6,NaN,NaN,
640,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,27/06/2016,2.29,NaN,6.1,NaN,NaN,
641,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,28/06/2016,2.39,NaN,6.9,NaN,NaN,
642,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,29/06/2016,1.74,NaN,6.5,NaN,NaN,
643,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,30/06/2016,2.92,NaN,8.9,NaN,NaN,
644,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,01/07/2016,1.96,NaN,6.5,NaN,NaN,
645,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,02/07/2016,1.23,NaN,5.6,NaN,NaN,
646,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,03/07/2016,1.47,NaN,4.7,NaN,NaN,
647,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,04/07/2016,2.41,NaN,6.8,NaN,NaN,
648,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,05/07/2016,1.98,NaN,6.1,NaN,NaN,
649,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,06/07/2016,2.94,NaN,7.3,NaN,NaN,
650,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,07/07/2016,3.58,NaN,6.5,NaN,NaN,
651,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,08/07/2016,2.1,NaN,5.7,NaN,NaN,
652,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,09/07/2016,0.97,NaN,5.8,NaN,NaN,
653,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,10/07/2016,1.48,NaN,4.8,NaN,NaN,
654,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,11/07/2016,2.73,NaN,5.9,NaN,NaN,
655,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,12/07/2016,2.03,NaN,5.4,NaN,NaN,
656,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,13/07/2016,2.12,NaN,5.7,NaN,NaN,
657,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,14/07/2016,1.48,NaN,5.5,NaN,NaN,
658,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,15/07/2016,0.95,NaN,4.1,NaN,NaN,
659,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,16/07/2016,1.74,NaN,4.9,NaN,NaN,
660,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,17/07/2016,1.7,NaN,6,NaN,NaN,
661,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,18/07/2016,1.03,NaN,4.4,NaN,NaN,
662,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,19/07/2016,0.91,NaN,4.5,NaN,NaN,
663,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,20/07/2016,1.53,NaN,4.9,NaN,NaN,
664,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,21/07/2016,2.09,NaN,6.5,NaN,NaN,
665,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,22/07/2016,1.26,NaN,5.2,NaN,NaN,
666,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,23/07/2016,1.22,NaN,4.3,NaN,NaN,
667,14,SW Isles of Scilly WaveNet Site,England,Ocean,49.82,-6.54,24/07/2016,2.05,NaN,5.1,NaN,NaN,
